Day,TM,PV,SP,OP,PB,IT,DT,Hyst,Bias
8/11/2010,11:50:43 AM,50.1,50,58,30,20,0,0,0
8/11/2010,11:50:44 AM,50.1,50,57,30,20,0,0,0
8/11/2010,11:50:45 AM,49.9,50,57,30,20,0,0,0
8/11/2010,11:50:46 AM,49.9,50,57,30,20,0,0,0
8/11/2010,11:50:47 AM,50.2,50,58,30,20,0,0,0
8/11/2010,11:50:48 AM,50,50,57,30,20,0,0,0
8/11/2010,11:50:49 AM,50,50,57,30,20,0,0,0
8/11/2010,11:50:50 AM,50,50,57,30,20,0,0,0
8/11/2010,11:50:51 AM,50.1,50,58,30,20,0,0,0
8/11/2010,11:50:52 AM,50,50,57,30,20,0,0,0
8/11/2010,11:50:53 AM,50.1,50,58,30,20,0,0,0
8/11/2010,11:50:54 AM,50.2,50,58,30,20,0,0,0
8/11/2010,11:50:55 AM,50.2,50,58,30,20,0,0,0
8/11/2010,11:50:56 AM,50.2,50,58,30,20,0,0,0
8/11/2010,11:50:57 AM,50,50,57,30,20,0,0,0
8/11/2010,11:50:58 AM,49.9,50,57,30,20,0,0,0
8/11/2010,11:50:59 AM,49.9,50,57,30,20,0,0,0
8/11/2010,11:51:00 AM,50.1,50,58,30,20,0,0,0
8/11/2010,11:51:01 AM,50.1,50,58,30,20,0,0,0
8/11/2010,11:51:02 AM,50,50,57,30,20,0,0,0
8/11/2010,11:51:03 AM,49.7,60,56,30,20,0,0,0
8/11/2010,11:51:04 AM,49.8,60,22,30,20,0,0,0
8/11/2010,11:51:05 AM,55,60,38,30,20,0,0,0
8/11/2010,11:51:06 AM,62.5,60,63,30,20,0,0,0
8/11/2010,11:51:07 AM,58,60,48,30,20,0,0,0
8/11/2010,11:51:08 AM,53.1,60,31,30,20,0,0,0
8/11/2010,11:51:09 AM,57.4,60,44,30,20,0,0,0
8/11/2010,11:51:10 AM,61.8,60,59,30,20,0,0,0
8/11/2010,11:51:11 AM,58.8,60,50,30,20,0,0,0
8/11/2010,11:51:12 AM,55.5,60,38,30,20,0,0,0
8/11/2010,11:51:13 AM,57.9,60,45,30,20,0,0,0
8/11/2010,11:51:14 AM,60.8,60,55,30,20,0,0,0
8/11/2010,11:51:15 AM,59.7,60,51,30,20,0,0,0
8/11/2010,11:51:16 AM,57.2,60,43,30,20,0,0,0
8/11/2010,11:51:17 AM,57.2,60,42,30,20,0,0,0
8/11/2010,11:51:18 AM,59.3,60,49,30,20,0,0,0
8/11/2010,11:51:19 AM,60.5,60,53,30,20,0,0,0
8/11/2010,11:51:20 AM,59.4,60,49,30,20,0,0,0
8/11/2010,11:51:21 AM,58.1,60,45,30,20,0,0,0
8/11/2010,11:51:22 AM,57.9,60,44,30,20,0,0,0
8/11/2010,11:51:23 AM,58.6,60,46,30,20,0,0,0
8/11/2010,11:51:24 AM,59.1,60,47,30,20,0,0,0
8/11/2010,11:51:25 AM,59.6,60,49,30,20,0,0,0
8/11/2010,11:51:26 AM,60.2,60,51,30,20,0,0,0
8/11/2010,11:51:27 AM,60,60,50,30,20,0,0,0
8/11/2010,11:51:28 AM,59.3,60,48,30,20,0,0,0
8/11/2010,11:51:29 AM,58.9,60,46,30,20,0,0,0
8/11/2010,11:51:30 AM,58.7,60,45,30,20,0,0,0
8/11/2010,11:51:31 AM,58.5,60,44,30,20,0,0,0
8/11/2010,11:51:32 AM,58.4,60,44,30,20,0,0,0
8/11/2010,11:51:33 AM,58.6,60,44,30,20,0,0,0
8/11/2010,11:51:34 AM,59.1,60,46,30,20,0,0,0
8/11/2010,11:51:35 AM,59.4,60,47,30,20,0,0,0
8/11/2010,11:51:36 AM,59.8,60,48,30,20,0,0,0
8/11/2010,11:51:37 AM,60.1,60,49,30,20,0,0,0
8/11/2010,11:51:38 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:39 AM,59.8,60,48,30,20,0,0,0
8/11/2010,11:51:40 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:41 AM,59.7,60,47,30,20,0,0,0
8/11/2010,11:51:42 AM,59.8,60,48,30,20,0,0,0
8/11/2010,11:51:43 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:44 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:45 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:46 AM,60,60,48,30,20,0,0,0
8/11/2010,11:51:47 AM,59.7,60,47,30,20,0,0,0
8/11/2010,11:51:48 AM,59.7,60,47,30,20,0,0,0
8/11/2010,11:51:49 AM,59.8,60,48,30,20,0,0,0
8/11/2010,11:51:50 AM,60,60,48,30,20,0,0,0
8/11/2010,11:51:51 AM,60.1,60,48,30,20,0,0,0
8/11/2010,11:51:52 AM,60.3,60,49,30,20,0,0,0
8/11/2010,11:51:53 AM,60.4,60,50,30,20,0,0,0
8/11/2010,11:51:54 AM,60.4,60,50,30,20,0,0,0
8/11/2010,11:51:55 AM,60.3,60,49,30,20,0,0,0
8/11/2010,11:51:56 AM,59.9,60,48,30,20,0,0,0
8/11/2010,11:51:57 AM,59.7,60,47,30,20,0,0,0
8/11/2010,11:51:58 AM,59.6,60,47,30,20,0,0,0
8/11/2010,11:51:59 AM,59.5,60,47,30,20,0,0,0
8/11/2010,11:52:00 AM,59.4,60,46,30,20,0,0,0
8/11/2010,11:52:01 AM,59.5,60,46,30,20,0,0,0
8/11/2010,11:52:02 AM,59.2,60,45,30,20,0,0,0
8/11/2010,11:52:03 AM,59.1,60,45,30,20,0,0,0
8/11/2010,11:52:04 AM,59.2,60,45,30,20,0,0,0
8/11/2010,11:52:05 AM,59.4,60,46,30,20,0,0,0
8/11/2010,11:52:06 AM,59.6,60,46,30,20,0,0,0
8/11/2010,11:52:07 AM,59.4,60,46,30,20,0,0,0
8/11/2010,11:52:08 AM,59.5,60,46,30,20,0,0,0
8/11/2010,11:52:09 AM,59.6,60,46,30,20,0,0,0
8/11/2010,11:52:10 AM,59.6,60,46,30,20,0,0,0
8/11/2010,11:52:11 AM,59.6,60,46,30,20,0,0,0
8/11/2010,11:52:12 AM,59.7,60,46,30,20,0,0,0
8/11/2010,11:52:13 AM,59.7,60,46,30,20,0,0,0
8/11/2010,11:52:14 AM,59.8,60,46,30,20,0,0,0
8/11/2010,11:52:15 AM,59.8,60,46,30,20,0,0,0
8/11/2010,11:52:16 AM,59.5,60,45,30,20,0,0,0
8/11/2010,11:52:17 AM,59.5,60,45,30,20,0,0,0
8/11/2010,11:52:18 AM,59.5,60,45,30,20,0,0,0
8/11/2010,11:52:19 AM,59.6,60,45,30,20,0,0,0
8/11/2010,11:52:20 AM,59.6,60,45,30,20,0,0,0
8/11/2010,11:52:21 AM,59.8,60,46,30,20,0,0,0
8/11/2010,11:52:22 AM,59.6,60,45,30,20,0,0,0
8/11/2010,11:52:23 AM,59.6,60,45,30,20,0,0,0
8/11/2010,11:52:24 AM,59.5,60,45,30,20,0,0,0
8/11/2010,11:52:25 AM,59.5,60,45,30,20,0,0,0
8/11/2010,11:52:26 AM,59.4,60,44,30,20,0,0,0
8/11/2010,11:52:27 AM,59.4,60,44,30,20,0,0,0
8/11/2010,11:52:28 AM,59.5,60,44,30,20,0,0,0
8/11/2010,11:52:29 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:30 AM,59.7,60,45,30,20,0,0,0
8/11/2010,11:52:31 AM,59.7,60,45,30,20,0,0,0
8/11/2010,11:52:32 AM,59.8,60,45,30,20,0,0,0
8/11/2010,11:52:33 AM,59.8,60,45,30,20,0,0,0
8/11/2010,11:52:34 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:35 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:36 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:37 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:38 AM,59.7,60,44,30,20,0,0,0
8/11/2010,11:52:39 AM,59.7,60,44,30,20,0,0,0
8/11/2010,11:52:40 AM,59.7,60,44,30,20,0,0,0
8/11/2010,11:52:41 AM,59.7,60,44,30,20,0,0,0
8/11/2010,11:52:42 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:43 AM,59.6,60,44,30,20,0,0,0
8/11/2010,11:52:44 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:45 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:46 AM,60,60,45,30,20,0,0,0
8/11/2010,11:52:47 AM,59.9,60,45,30,20,0,0,0
8/11/2010,11:52:48 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:49 AM,59.9,60,45,30,20,0,0,0
8/11/2010,11:52:50 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:51 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:52 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:53 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:52:54 AM,60.1,60,45,30,20,0,0,0
8/11/2010,11:52:55 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:52:56 AM,60,60,45,30,20,0,0,0
8/11/2010,11:52:57 AM,60,60,45,30,20,0,0,0
8/11/2010,11:52:58 AM,60.1,60,45,30,20,0,0,0
8/11/2010,11:52:59 AM,60.1,60,45,30,20,0,0,0
8/11/2010,11:53:00 AM,60,60,45,30,20,0,0,0
8/11/2010,11:53:01 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:53:02 AM,59.7,60,44,30,20,0,0,0
8/11/2010,11:53:03 AM,59.5,60,43,30,20,0,0,0
8/11/2010,11:53:04 AM,59.6,60,43,30,20,0,0,0
8/11/2010,11:53:05 AM,59.8,60,44,30,20,0,0,0
8/11/2010,11:53:06 AM,60.1,60,45,30,20,0,0,0
8/11/2010,11:53:07 AM,60.2,60,45,30,20,0,0,0
8/11/2010,11:53:08 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:09 AM,60.2,60,45,30,20,0,0,0
8/11/2010,11:53:10 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:11 AM,60.4,60,46,30,20,0,0,0
8/11/2010,11:53:12 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:53:13 AM,59.9,60,45,30,20,0,0,0
8/11/2010,11:53:14 AM,60.1,60,45,30,20,0,0,0
8/11/2010,11:53:15 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:53:16 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:17 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:18 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:19 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:20 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:53:21 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:53:22 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:23 AM,60.5,60,47,30,20,0,0,0
8/11/2010,11:53:24 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:25 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:26 AM,60.2,60,46,30,20,0,0,0
8/11/2010,11:53:27 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:28 AM,60.3,60,46,30,20,0,0,0
8/11/2010,11:53:29 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:30 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:31 AM,60.3,60,47,30,20,0,0,0
8/11/2010,11:53:32 AM,60.4,60,47,30,20,0,0,0
8/11/2010,11:53:33 AM,60.5,60,48,30,20,0,0,0
8/11/2010,11:53:34 AM,60.4,60,47,30,20,0,0,0
8/11/2010,11:53:35 AM,60.4,60,47,30,20,0,0,0
8/11/2010,11:53:36 AM,60.5,60,48,30,20,0,0,0
8/11/2010,11:53:37 AM,60.4,60,47,30,20,0,0,0
8/11/2010,11:53:38 AM,60.2,60,47,30,20,0,0,0
8/11/2010,11:53:39 AM,60.1,60,46,30,20,0,0,0
8/11/2010,11:53:40 AM,59.8,60,45,30,20,0,0,0
8/11/2010,11:53:41 AM,59.9,60,46,30,20,0,0,0
8/11/2010,11:53:42 AM,60.2,60,47,30,20,0,0,0
8/11/2010,11:53:43 AM,60.3,60,47,30,20,0,0,0
8/11/2010,11:53:44 AM,60.5,60,48,30,20,0,0,0
8/11/2010,11:53:45 AM,60.3,60,47,30,20,0,0,0
8/11/2010,11:53:46 AM,60.4,60,48,30,20,0,0,0
8/11/2010,11:53:47 AM,60.4,60,48,30,20,0,0,0
8/11/2010,11:53:48 AM,60.3,60,47,30,20,0,0,0
8/11/2010,11:53:49 AM,60.4,60,48,30,20,0,0,0
8/11/2010,11:53:50 AM,60.6,60,49,30,20,0,0,0
8/11/2010,11:53:51 AM,60.6,60,49,30,20,0,0,0
8/11/2010,11:53:52 AM,60.3,60,48,30,20,0,0,0
8/11/2010,11:53:53 AM,60.4,60,48,30,20,0,0,0
8/11/2010,11:53:54 AM,60.6,60,49,30,20,0,0,0
8/11/2010,11:53:55 AM,60.5,60,49,30,20,0,0,0
8/11/2010,11:53:56 AM,60.5,60,49,30,20,0,0,0
8/11/2010,11:53:57 AM,60.4,60,48,30,20,0,0,0
8/11/2010,11:53:58 AM,60.5,60,49,30,20,0,0,0
8/11/2010,11:53:59 AM,60.6,60,49,30,20,0,0,0
8/11/2010,11:54:00 AM,60.5,60,49,30,20,0,0,0
8/11/2010,11:54:01 AM,60.4,60,49,30,20,0,0,0
8/11/2010,11:54:02 AM,60.3,60,48,30,20,0,0,0
8/11/2010,11:54:03 AM,60.1,60,48,30,20,0,0,0
8/11/2010,11:54:04 AM,60.1,60,48,30,20,0,0,0
8/11/2010,11:54:05 AM,60.1,60,48,30,20,0,0,0
8/11/2010,11:54:06 AM,60.2,60,48,30,20,0,0,0
